cid,name,atc,smiles_raw,smiles_sanitized,ts
100005419,tetrahydrozoline,R01AA06,CCOC[C@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC3=C(C=C2)OCO3)C(=S)N,CCOCC1(C(N)=S)C(c2ccc3c(c2)OCO3)C1S(C)(=O)=O,1762200120
100005426,thalidomide,L04AX02,CC(C)[C@@H](CO)NC(=O)[C@@H]1CC(=O)N(C1)CC2=CC=CC=C2,CC(C)C(CO)NC(=O)C1CC(=O)N(Cc2ccccc2)C1,1762200121
100005430,thiabendazole,D01AC06,CC1=CC=C(C=C1)OC[C@H](C)NC(=O)[C@H](C)SC2=CC=C(C=C2)C,Cc1ccc(OCC(C)NC(=O)C(C)Sc2ccc(C)cc2)cc1,1762200122
100005452,thioridazine,N05AC02,CCS(=O)(=O)[C@H]1[C@@H](C1(C#N)C#N)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(C#N)C#N,1762200123
100005453,thiotepa,L01AC01,CC1=CC=C(C=C1)S[C@@H](C)C(=O)N[C@@H]2CC(OC3=C2C=C(C=C3)C)(C)C,Cc1ccc(SC(C)C(=O)NC2CC(C)(C)Oc3ccc(C)cc32)cc1,1762200124
100005454,thiothixene,N05AF04,CC1=CC=C(C=C1)S[C@H](C)C(=O)N[C@@H]2CC(OC3=C2C=C(C=C3)C)(C)C,Cc1ccc(SC(C)C(=O)NC2CC(C)(C)Oc3ccc(C)cc32)cc1,1762200124
100005466,tiagabine,N03AG06,CCOC(=O)CC1=C(C(=O)NN1)[C@@H](CC(=O)N)C2=CC=C(C=C2)OCC3=CC=CC=N3,CCOC(=O)Cc1[nH][nH]c(=O)c1C(CC(N)=O)c1ccc(OCc2ccccn2)cc1,1762200125
100005468,tiaprofenic,M01AE11,CCS(=O)(=O)[C@H]1[C@@H]([C@@]1(C=O)C#N)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(C#N)C=O,1762200125
100005470,tibolone,G03CX01,CCC1=C(N(N=C1C)CC(=O)NC[C@H]2CCCN(C2)C3=CC=CC=N3)C,CCc1c(C)nn(CC(=O)NCC2CCCN(c3ccccn3)C2)c1C,1762200126
100005472,ticlopidine,B01AC05,CCOC(=O)[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC3=C(C=C2)OCO3)C#N,CCOC(=O)C1(C#N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)CC,1762200127
100005478,timolol,C07AA06,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC3=C(C=C2)OCO3)C#N,CCOC(=O)C1(C#N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)CC,1762200127
100005479,tinidazole,J01XD02,CN[C@@H](C1=CC=CC=C1)C(=O)NCC2=NC(=O)NN2,CNC(C(=O)NCc1nc(=O)[nH][nH]1)c1ccccc1,1762200128
100005483,tiopronin,R05CB12,COC[C@@H]1CCN(C1)C(=O)CCCN2C=NC=N2,COCC1CCN(C(=O)CCCn2cncn2)C1,1762200128
100005486,tirofiban,B01AC17,COC[C@H]1CCN(C1)C(=O)CCCN2C=NC=N2,COCC1CCN(C(=O)CCCn2cncn2)C1,1762200129
100005487,tizanidine,M03BX02,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(CO)C#N)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(C#N)CO,1762200129
100005496,tobramycin,J01GB01,CC1=CC=C(C=C1)S[C@@H](C)C(=O)N[C@@H](C)C2=CC(=C(C=C2)C)C,Cc1ccc(SC(C)C(=O)NC(C)c2ccc(C)c(C)c2)cc1,1762200130
100005503,tolazamide,A10BB05,CC(=O)C1=C(C2=C(C=C1)OC(=O)C[C@H]2C3=CC(=C(C=C3)F)Cl)O,CC(=O)c1ccc2c(c1O)C(c1ccc(F)c(Cl)c1)CC(=O)O2,1762200130
100005505,tolbutamide,A10BB03,CC(=O)C1=C(C2=C(C=C1)OC(=O)C[C@@H]2C3=CC(=C(C=C3)F)Cl)O,CC(=O)c1ccc2c(c1O)C(c1ccc(F)c(Cl)c1)CC(=O)O2,1762200131
100005508,tolmetin,M01AB03,CC[C@@H](C1=CC(=C(C=C1)C)C)NC(=O)[C@@H](C)SC2=CC=C(C=C2)C,CCC(NC(=O)C(C)Sc1ccc(C)cc1)c1ccc(C)c(C)c1,1762200131
100005512,tolterodine,G04BD07,CC[C@@H](C1=CC(=C(C=C1)C)C)NC(=O)[C@H](C)SC2=CC=C(C=C2)C,CCC(NC(=O)C(C)Sc1ccc(C)cc1)c1ccc(C)c(C)c1,1762200133
100005514,topiramate,N03AX11,CC[C@H](C1=C(C=C(C=C1)C)C)NC(=O)[C@@H](C)SC2=CC=C(C=C2)C,CCC(NC(=O)C(C)Sc1ccc(C)cc1)c1ccc(C)cc1C,1762200133
100005515,topotecan,L01XX17,CCS(=O)(=O)[C@H]1[C@@H]([C@@]1(COC)C#N)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(C#N)COC,1762200134
100005516,toremifene,L02BA02,CC[C@@H](C1=C(C=C(C=C1)C)C)NC(=O)[C@@H](C)SC2=CC=C(C=C2)C,CCC(NC(=O)C(C)Sc1ccc(C)cc1)c1ccc(C)cc1C,1762200135
100005523,tramadol,N02AX02,CC[C@@H](C1=C(C=C(C=C1)C)C)NC(=O)[C@H](C)SC2=CC=C(C=C2)C,CCC(NC(=O)C(C)Sc1ccc(C)cc1)c1ccc(C)cc1C,1762200135
100005524,tramazoline,R01AA09,CCOC[C@@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC3=C(C=C2)OCO3)C#N,CCOCC1(C#N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)CC,1762200136
100005525,trandolapril,C09AA10,CC[C@H](C1=CC(=C(C=C1)OC)OC)NC(=O)[C@@H](C)SC2=CC=C(C=C2)C,CCC(NC(=O)C(C)Sc1ccc(C)cc1)c1ccc(OC)c(OC)c1,1762200136
100005526,tranexamic,B02AA02,CCOC[C@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC3=C(C=C2)OCO3)C#N,CCOCC1(C#N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)CC,1762200137
100005530,tranylcypromine,N06AF04,CC(=O)C1=C(C2=C(C=C1)OC(=O)C[C@@H]2C3=CN(N=C3)C)O,CC(=O)c1ccc2c(c1O)C(c1cnn(C)c1)CC(=O)O2,1762200138
100005533,trazodone,A06AC07,CCS(=O)(=O)[C@@H]1[C@H]([C@@H]1C2=CC3=C(C=C2)OCO3)C#N,CCS(=O)(=O)C1C(C#N)C1c1ccc2c(c1)OCO2,1762200138
100005538,retinoic,D10AD01,C1=CC2=NC(=O)C(=C(N2C=C1)O)[C@@H](CC(=O)NCCC3=CC(=C(C=C3)O)O)C4=CC5=NC=CN=C5C=C4,O=C(CC(c1ccc2nccnc2c1)c1c(O)n2ccccc2nc1=O)NCCc1ccc(O)c(O)c1,1762200139
100005544,triamcinolone,A01AC01,CSCC[C@@H](CO)NC(=O)C1CCN(CC1)C2=NC=CC=N2,CSCCC(CO)NC(=O)C1CCN(c2ncccn2)CC1,1762200139
100005546,triamterene,C03DB02,CC[C@@H](C1=CC=C(C=C1)S(=O)(=O)C)NC(=O)[C@H](C)SC2=CC=C(C=C2)C,CCC(NC(=O)C(C)Sc1ccc(C)cc1)c1ccc(S(C)(=O)=O)cc1,1762200140
100005556,triazolam,N05CD05,CCC1=NC=CN1CC(=O)N2CCCC[C@@H]2CCN3C=CC=N3,CCc1nccn1CC(=O)N1CCCCC1CCn1cccn1,1762200141
100005564,triclosan,D08AE04,CCOC(=O)[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC3=C(C=C2)OCO3)N,CCOC(=O)C1(N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)CC,1762200141
100005565,trien,,CC1=CC(=NC(=N1)N[C@@H](CCSC)C(=O)N2CCC(CC2)C3=NN=C4N3C=CC=C4)C,CSCCC(Nc1nc(C)cc(C)n1)C(=O)N1CCC(c2nnc3ccccn23)CC1,1762200142
100005566,trifluoperazine,N05AB06,CC1=CC=C(C=C1)S[C@@H](C)C(=O)NCC2=NC(=NO2)C3=CC=CC=C3Cl,Cc1ccc(SC(C)C(=O)NCc2nc(-c3ccccc3Cl)no2)cc1,1762200142
100005572,trihexyphenidyl,N04AA01,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC3=C(C=C2)OCO3)N,CCOC(=O)C1(N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)CC,1762200143
100005576,trimethadione,N03AC02,CC1=CC=C(C=C1)S[C@H](C)C(=O)NCC2=NC(=NO2)C3=CC=C(C=C3)Cl,Cc1ccc(SC(C)C(=O)NCc2nc(-c3ccc(Cl)cc3)no2)cc1,1762200143
100005577,trimethobenzamide,,CCS(=O)(=O)[C@H]1[C@H](C1(CN)CN)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(CN)CN,1762200144
100005578,trimethoprim,J01EA01,CC[C@@H](C)[C@@H](CO)NC(=O)CCC1=NN=C(O1)C2=CC=CC=C2,CCC(C)C(CO)NC(=O)CCc1nnc(-c2ccccc2)o1,1762200144
100005582,trimetrexate,P01AX07,CC1=CC=C(C=C1)S[C@H](C)C(=O)NCC2=NC(=NO2)C3=CC(=CC=C3)Br,Cc1ccc(SC(C)C(=O)NCc2nc(-c3cccc(Br)c3)no2)cc1,1762200145
100005584,trimipramine,N06AA06,COC1=C(C2=C(C=C1)[C@@H](OC2=O)NC3=CC4=C(C=C3)C(=O)OC4)OC,COc1ccc2c(c1OC)C(=O)OC2Nc1ccc2c(c1)COC2=O,1762200145
100005591,troglitazone,A10BG01,CC1=CC=C(C=C1)S[C@@H](C)C(=O)N(C)CC2=NC(=NO2)C3=CC=CC=C3,Cc1ccc(SC(C)C(=O)N(C)Cc2nc(-c3ccccc3)no2)cc1,1762200146
100005593,tropicamide,S01FA06,CC1=CC=C(C=C1)S[C@H](C)C(=O)N(C)CC2=NC(=NO2)C3=CC=CC=C3,Cc1ccc(SC(C)C(=O)N(C)Cc2nc(-c3ccccc3)no2)cc1,1762200147
100005595,tropisetron,A04AA03,CC1=CC=C(C=C1)S[C@@H](C)C(=O)N(C)CC2=NC(=NO2)C3=CC=CC(=C3)C,Cc1ccc(SC(C)C(=O)N(C)Cc2nc(-c3cccc(C)c3)no2)cc1,1762200147
100005596,trospium,G04BD09,CCS(=O)(=O)[C@@H]1[C@H]([C@@]1(CN)C(=O)O)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(CN)C(=O)O,1762200148
100005625,delavirdine,J05AG02,CC1=CC=C(C=C1)S[C@@H](C)C(=O)N(C)CC2=NC(=NO2)C3=CC=CC=C3Cl,Cc1ccc(SC(C)C(=O)N(C)Cc2nc(-c3ccccc3Cl)no2)cc1,1762200148
100005636,unoprostone,S01EE02,CC1=CC=C(C=C1)S[C@@H](C)C(=O)N(C)CC2=NC(=NO2)C3=CC=CS3,Cc1ccc(SC(C)C(=O)N(C)Cc2nc(-c3cccs3)no2)cc1,1762200149
100005645,UDCA,A05AA01,CC1=CC=C(C=C1)S[C@H](C)C(=O)NCCCC2=CC=C(C=C2)C(C)C,Cc1ccc(SC(C)C(=O)NCCCc2ccc(C(C)C)cc2)cc1,1762200149
100005647,VACV,J05AB11,C1CCC2=C(C1)C=CC(=C2)C(=O)N3CCC[C@@H](C3)C4=NC=NC=C4,O=C(c1ccc2c(c1)CCCC2)N1CCCC(c2ccncn2)C1,1762200150
100005650,valsartan,C09CA03,CC1=CC=C(C=C1)S[C@H](C)C(=O)NCCCN2CCCC3=CC=CC=C32,Cc1ccc(SC(C)C(=O)NCCCN2CCCc3ccccc32)cc1,1762200151
100005651,Vancocine,A07AA09,CCS(=O)(=O)[C@@H]1[C@H]([C@@H]1C2=CC3=C(C=C2)OCO3)CN,CCS(=O)(=O)C1C(CN)C1c1ccc2c(c1)OCO2,1762200151
100005656,venlafaxine,N06AX16,CN1C(=CC=N1)[C@@H](C2=NN3CCN(CC3=C2)CC4=NN=C(S4)OC)O,COc1nnc(CN2CCn3nc(C(O)c4ccnn4C)cc3C2)s1,1762200152
100005665,vigabatrin,N03AG04,CCS(=O)(=O)[C@@H]1[C@H](C1(CO)CO)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(CO)CO,1762200152
100005672,vinorelbine,L01CA04,CC1=C(C(=NO1)C)[C@@H]2CCCN2C(=O)C3=CC4=C(C=C3)NC(=O)C(=O)N4,Cc1noc(C)c1C1CCCN1C(=O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1,1762200153
100005717,zafirlukast,R03DC01,CC1=C(N=C(N=C1C[C@@H]2CC(=O)N(C2)C3=CC=CC=C3)C)C,Cc1nc(C)c(C)c(CC2CC(=O)N(c3ccccc3)C2)n1,1762200153
100005718,zalcitabine,J05AF03,CCS(=O)(=O)[C@H]1[C@H]([C@@]1(COC)C(=O)O)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(COC)C(=O)O,1762200154
100005719,zaleplon,N05CF03,CC1=CC=C(C=C1)SCCC(=O)N[C@@H](C)COC2=CC=CC=C2C,Cc1ccc(SCCC(=O)NC(C)COc2ccccc2C)cc1,1762200155
100005721,zanamivir,J05AH01,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(COC)C(=O)O)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(COC)C(=O)O,1762200155
100005726,zidovudine,J05AF01,CN1C=C(C=N1)[C@@H](C2CC(C2)O)NC(=O)CCC3=NC4=CC=CC=C4N3,Cn1cc(C(NC(=O)CCc2nc3ccccc3[nH]2)C2CC(O)C2)cn1,1762200156
100005727,ZnCl2,B05XA12,CC1=CC=C(C=C1)OC[C@H](C)NC(=O)CCSC2=CC=C(C=C2)C,Cc1ccc(OCC(C)NC(=O)CCSc2ccc(C)cc2)cc1,1762200156
100005731,zolmitriptan,N02CC03,CCS(=O)(=O)[C@H]1[C@H]([C@@H]1C(=O)O)C2=CC3=C(C=C2)OCO3,CCS(=O)(=O)C1C(C(=O)O)C1c1ccc2c(c1)OCO2,1762200157
100005732,zolpidem,N05CF02,CC1CCN(CC1)C2=CC=C(C=C2)[C@@H](C)NC(=O)CCSC3=CC=C(C=C3)C,Cc1ccc(SCCC(=O)NC(C)c2ccc(N3CCC(C)CC3)cc2)cc1,1762200157
100005734,zonisamide,N03AX15,C[C@@H]1CCCN(C1)C2=CC=C(C=C2)[C@H](C)NC(=O)CCSC3=CC=C(C=C3)C,Cc1ccc(SCCC(=O)NC(C)c2ccc(N3CCCC(C)C3)cc2)cc1,1762200158
100005735,zopiclone,N05CF01,CC1=C(SC2=NCCN12)C(=O)N3CCC[C@H](C3)C4=CC=C(C=C4)Cl,CC1=C(C(=O)N2CCCC(c3ccc(Cl)cc3)C2)SC2=NCCN21,1762200158
100005746,mitomycin,L01DC03,CC1=CC=C(C=C1)SCCC(=O)N[C@H]2CC(OC3=C2C=CC(=C3)C)(C)C,Cc1ccc(SCCC(=O)NC2CC(C)(C)Oc3cc(C)ccc32)cc1,1762200159
100005771,oxytocin,H01BB02,CC1=CC(=NC(=N1)N2CCC[C@H](C2)C(=O)NC3=NNC(=N3)CC4=CC=C(C=C4)OC)C,COc1ccc(Cc2nc(NC(=O)C3CCCN(c4nc(C)cc(C)n4)C3)n[nH]2)cc1,1762200159
100005775,phentolamine,C04AB01,CC1=CC(=NC(=N1)N2CCC[C@@H](C2)C(=O)NC3=NNC(=N3)CC4=CC=C(C=C4)OC)C,COc1ccc(Cc2nc(NC(=O)C3CCCN(c4nc(C)cc(C)n4)C3)n[nH]2)cc1,1762200160
100005877,demethyl,,CC1=NC2=C(O1)C=C(C=C2)C(=O)N[C@@H](C3CC(C3)O)C4=CN(N=C4)C,Cc1nc2ccc(C(=O)NC(c3cnn(C)c3)C3CC(O)C3)cc2o1,1762200161
100005878,oxandrolone,A14AA08,COC[C@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC4=C(C=C3)OCO4)C#N,COCC1(C#N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)c1ccccc1,1762200161
100005939,biguanide,,CC1=C(C(=NN1C2=CC=CC=C2)C)CC(=O)N[C@@H]3CC(=O)NC4=CC=CC=C34,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NC1CC(=O)Nc2ccccc21,1762200162
100005978,vincristine,L01CA02,C1OC2=C(O1)C=C(C=C2)[C@H]3[C@@H]([C@@]3(CN)N)S(=O)(=O)C4=CC=CC=C4,NCC1(N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)c1ccccc1,1762200162
100006018,tetrabenazine,N07XX06,C1OC2=C(O1)C=C(C=C2)[C@@H]3[C@H]([C@H]3S(=O)(=O)C4=CC=CC=C4)CN,NCC1C(c2ccc3c(c2)OCO3)C1S(=O)(=O)c1ccccc1,1762200163
100006049,EDTA,V03AB03,CCOC1=CC=C(C=C1)CCCNC(=O)CC2=CC=CC=C2[N+](=O)[O-],CCOc1ccc(CCCNC(=O)Cc2ccccc2[N+](=O)[O-])cc1,1762200163
100006058,cysteamine,A16AA04,C1C(CC1O)[C@H](C2=CC=CC=N2)NC(=O)C3=NC=CC(=C3)CO,O=C(NC(c1ccccn1)C1CC(O)C1)c1cc(CO)ccn1,1762200164
100006116,calcium,,CCN1C(=CC(=N1)C)S(=O)(=O)N[C@@H](C2CC(C2)O)C3=CN=C(C=C3)OC,CCn1nc(C)cc1S(=O)(=O)NC(c1ccc(OC)nc1)C1CC(O)C1,1762200164
100006238,17-hydroxyprogesterone,G03DA03,CC1=CC2=C(C=C1)OC(C[C@H]2NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4)(C)C,Cc1ccc2c(c1)C(NC(=O)c1ccc(-c3ccccc3)cc1)CC(C)(C)O2,1762200165
100006256,trifluorothymidine,S01AD02,CC1(C[C@H](C2=C(O1)C=C(C=C2)OC)NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4)C,COc1ccc2c(c1)OC(C)(C)CC2NC(=O)c1ccc(-c2ccccc2)cc1,1762200166
100006432,Optison,,C[C@@H](COC1=CC=C(C=C1)OC)NC(=O)CCC2=CC=CC=C2,COc1ccc(OCC(C)NC(=O)CCc2ccccc2)cc1,1762200166
100006436,triamcinolone,,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@@H]([C@]2(CO)N)C3=CC4=C(C=C3)OCO4,Cc1ccc(S(=O)(=O)C2C(c3ccc4c(c3)OCO4)C2(N)CO)cc1,1762200167
100006451,bromcresol,,COC1=C(C=CC=N1)C(=O)N2CCCN3C(=CC(=N3)[C@H](C4=CC=CC=C4)O)C2,COc1ncccc1C(=O)N1CCCn2nc(C(O)c3ccccc3)cc2C1,1762200167
100006468,phencyclidine,,COC1=NC=C(C=C1)[C@H](C2CC(C2)O)NC3CCOCC3,COc1ccc(C(NC2CCOCC2)C2CC(O)C2)cn1,1762200168
100006476,methsuximide,N03AD03,CC1=CC=C(C=C1)S(=O)(=O)[C@@H]2[C@H]([C@H]2C(=O)O)C3=CC4=C(C=C3)OCO4,Cc1ccc(S(=O)(=O)C2C(C(=O)O)C2c2ccc3c(c2)OCO3)cc1,1762200168
100006503,tris,B05BB03,CCOC[C@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)C)C3=CC4=C(C=C3)OCO4)N,CCOCC1(N)C(c2ccc3c(c2)OCO3)C1S(=O)(=O)c1ccc(C)cc1,1762200169
100006726,cyclizine,R06AE03,CC1=CC=C(C=C1)/C=C/C(=O)N[C@H]2CC(OC3=C2C=CC(=C3)OC)(C)C,COc1ccc2c(c1)OC(C)(C)CC2NC(=O)C=Cc1ccc(C)cc1,1762200169
100007012,phenylbutyric,,CS(=O)(=O)[C@@H]1[C@H]([C@@H]1C2=CC=C(C=C2)Br)C#N,CS(=O)(=O)C1C(C#N)C1c1ccc(Br)cc1,1762200170
100007029,diethylpropion,A08AA03,C1CN(C[C@@]1(C2=CC=CC=C2)O)C(=O)C3=C(C=CC(=C3)N4C=NN=N4)O,O=C(c1cc(-n2cnnn2)ccc1O)N1CCC(O)(c2ccccc2)C1,1762200171
100007187,benzoyl,D10AE01,COC1=CC=C(C=C1)CCCNC(=O)CSCC2=CC=C(C=C2)Br,COc1ccc(CCCNC(=O)CSCc2ccc(Br)cc2)cc1,1762200172
100007638,monobenzone,D11AX13,CCS(=O)(=O)[C@H]1[C@H]([C@H]1C(=S)N)C2=CC=C(C=C2)Br,CCS(=O)(=O)C1C(C(N)=S)C1c1ccc(Br)cc1,1762200172
100007699,benzonatate,R05DB01,CC1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)OC4CCN(CC4)C,Cc1ccc(SCc2ccc(C(=O)Nc3ccc(OC4CCN(C)CC4)cc3)cc2)cc1,1762200173
100008197,tetraen,,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@H]([C@]2(CN)COC)C3=CC=C(C=C3)Br,COCC1(CN)C(c2ccc(Br)cc2)C1S(=O)(=O)c1ccc(C)cc1,1762200173
100008230,argenine,H01BA06,CC1=CC=CC=C1N(CC(=O)N(C)CC2=NC(=NO2)C3=CC=CC=C3Cl)S(=O)(=O)C,Cc1ccccc1N(CC(=O)N(C)Cc1nc(-c2ccccc2Cl)no1)S(C)(=O)=O,1762200174
100008612,chloroprocaine,N01BA04,C1=CC(=CC=C1[C@@H]2[C@@H]([C@H]2S(=O)(=O)C3=CC=C(C=C3)Cl)CO)Br,O=S(=O)(c1ccc(Cl)cc1)C1C(CO)C1c1ccc(Br)cc1,1762200175
100008982,nafcillin,,CN(CC1=NC(=NO1)C2=CC=CC=C2)C(=O)CN(C3=CC=C(C=C3)Cl)S(=O)(=O)C,CN(Cc1nc(-c2ccccc2)no1)C(=O)CN(c1ccc(Cl)cc1)S(C)(=O)=O,1762200175
100009034,methohexital,N01AF01,CC[C@@H](C)[C@@H](CO)NC(=O)C1=C(NN=C1)C2=CC3=C(C=C2)OCCO3,CCC(C)C(CO)NC(=O)c1cn[nH]c1-c1ccc2c(c1)OCCO2,1762200176
100009354,dimercaptosuccinic,,CS(=O)(=O)N(CC(=O)NCC1=NC(=NO1)C2=CC=CC=C2)C3=CC=CC=C3F,CS(=O)(=O)N(CC(=O)NCc1nc(-c2ccccc2)no1)c1ccccc1F,1762200177
100009433,aminophylline,R03DA05,CCCO[C@H](C)C1=CC(=C(C=C1)C)N,CCCOC(C)c1ccc(C)c(N)c1,1762200177
100009904,nandrolone,A14AB01,CO[C@@H]1[C@H](N(C1=O)C2=CC(=CC=C2)F)C(=O)O,COC1C(=O)N(c2cccc(F)c2)C1C(=O)O,1762200178
100010100,propoxyphene,N02AC04,CO[C@H]1[C@@H](N(C1=O)C2=CC=CC=C2F)C=O,COC1C(=O)N(c2ccccc2F)C1C=O,1762200178
100010340,sodium,B05CB04,CCN1[C@H](CCC1=O)CCC(=O)OC,CCN1C(=O)CCC1CCC(=O)OC,1762200179
100010413,hydroxybutyrate,N01AX11,C[C@H](C1=NN=C(O1)C(C)C)NC(=O)C2=CC=CC=C2OC(C(F)F)(F)F,CC(C)c1nnc(C(C)NC(=O)c2ccccc2OC(F)(F)C(F)F)o1,1762200179
100010547,echothiophate,S01EB03,C[C@H](C(=O)NCC1=NC(=NO1)C2=CC=CS2)N(C3=CC=CC=C3)S(=O)(=O)C,CC(C(=O)NCc1nc(-c2cccs2)no1)N(c1ccccc1)S(C)(=O)=O,1762200180
100010631,medroxyprogesterone,G03AC06,CCOC1=CC=C(C=C1)N([C@@H](C)C(=O)N2CCC(CC2)CC3=CC=CC=C3)S(=O)(=O)C,CCOc1ccc(N(C(C)C(=O)N2CCC(Cc3ccccc3)CC2)S(C)(=O)=O)cc1,1762200180
100010660,dimenhydrinate,,CC1=CC(=O)NC(=O)N1C[C@@H]2CCCO2,Cc1cc(=O)[nH]c(=O)n1CC1CCCO1,1762200181
100011125,lithium,,CCN1CCC[C@H]1CNC(=O)C[C@H]2C(=O)N(C(=O)N2)CCC3=CC=CC=C3,CCN1CCCC1CNC(=O)CC1NC(=O)N(CCc2ccccc2)C1=O,1762200181
100011973,Brolene,,COC1=C(C2=C(C=C1)[C@H](OC2=O)CC(=O)NC3=CC=C(C=C3)N4CCCS4(=O)=O)OC,COc1ccc2c(c1OC)C(=O)OC2CC(=O)Nc1ccc(N2CCCS2(=O)=O)cc1,1762200182
100012453,zuclopenthixol,N05AF02,CC1=CC=C(C=C1)[C@H]2[C@H]([C@@]2(CO)C#N)S(=O)(=O)C3=CC=CC=C3,Cc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(C#N)CO)cc1,1762200183
100012460,phendimetrazine,,CC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]2(CO)C#N)S(=O)(=O)C3=CC=C(C=C3)C,Cc1ccc(C2C(S(=O)(=O)c3ccc(C)cc3)C2(C#N)CO)cc1,1762200184
100012536,desonide,D07AB08,CCN1CCC[C@H]1CNC(=O)CN2C=CC3=C(C=CC=C32)NS(=O)(=O)C,CCN1CCCC1CNC(=O)Cn1ccc2c(NS(C)(=O)=O)cccc21,1762200184
100012555,benzydamine,A01AD02,CS(=O)(=O)[C@@H]1[C@H]([C@@]1(C#N)C(=O)O)C2=CC(=CC=C2)Cl,CS(=O)(=O)C1C(c2cccc(Cl)c2)C1(C#N)C(=O)O,1762200185
100012559,erythromycin,,CC1([C@@H](N(C2=C1C=CC=N2)C)/C=C/C3=C(N(C4=CC=CC=C43)C5=CC=CC=C5)C6=CC=CC=C6)C,CN1c2ncccc2C(C)(C)C1C=Cc1c(-c2ccccc2)n(-c2ccccc2)c2ccccc12,1762200185
100012597,isomannide,,CCS(=O)(=O)[C@H]1[C@H](C1(CO)CO)C2=CC=C(C=C2)C,CCS(=O)(=O)C1C(c2ccc(C)cc2)C1(CO)CO,1762200186
100012620,Tadenan,D06BB11,COC[C@@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC(=CC=C2)Cl)C#N,COCC1(C#N)C(c2cccc(Cl)c2)C1S(C)(=O)=O,1762200187
100013314,lormetazepam,N05CD06,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(COC)C#N)C2=CC(=CC=C2)Cl,CCS(=O)(=O)C1C(c2cccc(Cl)c2)C1(C#N)COC,1762200187
100013342,vinblastine,L01CA01,CC1=CC(=NC(=N1)N2CCC[C@H](C2)C(=O)NC3=C(C=CC(=C3)NC(=O)C)OC)C,COc1ccc(NC(C)=O)cc1NC(=O)C1CCCN(c2nc(C)cc(C)n2)C1,1762200188
100014789,ferumoxytol,,CC1=CC(=NC=C1CNC(=O)[C@@]2(CCCO2)C)C,Cc1cc(C)c(CNC(=O)C2(C)CCCO2)cn1,1762200188
100014888,arsenic,L01XX27,CCS(=O)(=O)[C@H]1[C@@H](C1(CO)CO)C2=CC=C(C=C2)F,CCS(=O)(=O)C1C(c2ccc(F)cc2)C1(CO)CO,1762200189
100014917,fluoride,,CC1=CC(=C(C(=O)N1CC(=O)O)[C@H](CC(=O)OC)C2=CC=C(C=C2)OC(F)(F)F)O,COC(=O)CC(c1ccc(OC(F)(F)F)cc1)c1c(O)cc(C)n(CC(=O)O)c1=O,1762200190
